entry,status,name,type,params
Function,-,__retarget_lock_try_acquire,int,_LOCK_T
Function,-,__retarget_lock_try_acquire_recursive,int,_LOCK_T
Function,-,__signbitd,int,double
Function,-,__signbitf,int,float
Function,-,__signgam,int*,
Function,-,__srget_r,int,"_reent*, FILE*"
Function,-,__swbuf_r,int,"_reent*, int, FILE*"
Function,-,__utoa,char*,"unsigned, char*, int"
Function,-,__wrap___assert,void,"const char*, int, const char*"
Function,-,__wrap___assert_func,void,"const char*, int, const char*, const char*"
Function,-,__wrap_fflush,int,FILE*
Function,-,__wrap_printf,int,"const char*, ..."
Function,-,__wrap_putc,int,"int, FILE*"
Function,-,__wrap_putchar,int,int
Function,-,__wrap_puts,int,const char*
Function,-,__wrap_snprintf,int,"char*, size_t, const char*, ..."
Function,-,__wrap_vsnprintf,int,"char*, size_t, const char*, va_list"
Function,-,_asiprintf_r,int,"_reent*, char**, const char*, ..."
Function,-,_asniprintf_r,char*,"_reent*, char*, size_t*, const char*, ..."
Function,-,_asnprintf_r,char*,"_reent*, char*, size_t*, const char*, ..."
Function,-,_asprintf_r,int,"_reent*, char**, const char*, ..."
Function,-,_atoi_r,int,"_reent*, const char*"
Function,-,_atol_r,long,"_reent*, const char*"
Function,-,_atoll_r,long long,"_reent*, const char*"
Function,-,_calloc_r,void*,"_reent*, size_t, size_t"
Function,-,_diprintf_r,int,"_reent*, int, const char*, ..."
Function,-,_dprintf_r,int,"_reent*, int, const char*, ..."
Function,-,_drand48_r,double,_reent*
Function,-,_dtoa_r,char*,"_reent*, double, int, int, int*, int*, char**"
Function,-,_erand48_r,double,"_reent*, unsigned short[3]"
Function,-,_fclose_r,int,"_reent*, FILE*"
Function,-,_fcloseall_r,int,_reent*
Function,-,_fdopen_r,FILE*,"_reent*, int, const char*"
Function,-,_fflush_r,int,"_reent*, FILE*"
Function,-,_fgetc_r,int,"_reent*, FILE*"
Function,-,_fgetc_unlocked_r,int,"_reent*, FILE*"
Function,-,_fgetpos_r,int,"_reent*, FILE*, fpos_t*"
Function,-,_fgets_r,char*,"_reent*, char*, int, FILE*"
Function,-,_fgets_unlocked_r,char*,"_reent*, char*, int, FILE*"
Function,-,_findenv,char*,"const char*, int*"
Function,-,_findenv_r,char*,"_reent*, const char*, int*"
Function,-,_fiprintf_r,int,"_reent*, FILE*, const char*, ..."
Function,-,_fiscanf_r,int,"_reent*, FILE*, const char*, ..."
Function,-,_fmemopen_r,FILE*,"_reent*, void*, size_t, const char*"
Function,-,_fopen_r,FILE*,"_reent*, const char*, const char*"
Function,-,_fopencookie_r,FILE*,"_reent*, void*, const char*, cookie_io_functions_t"
Function,-,_fprintf_r,int,"_reent*, FILE*, const char*, ..."
Function,-,_fpurge_r,int,"_reent*, FILE*"
Function,-,_fputc_r,int,"_reent*, int, FILE*"
Function,-,_fputc_unlocked_r,int,"_reent*, int, FILE*"
Function,-,_fputs_r,int,"_reent*, const char*, FILE*"
Function,-,_fputs_unlocked_r,int,"_reent*, const char*, FILE*"
Function,-,_fread_r,size_t,"_reent*, void*, size_t, size_t, FILE*"
Function,-,_fread_unlocked_r,size_t,"_reent*, void*, size_t, size_t, FILE*"
Function,-,_free_r,void,"_reent*, void*"
Function,-,_freopen_r,FILE*,"_reent*, const char*, const char*, FILE*"
Function,-,_fscanf_r,int,"_reent*, FILE*, const char*, ..."
Function,-,_fseek_r,int,"_reent*, FILE*, long, int"
Function,-,_fseeko_r,int,"_reent*, FILE*, _off_t, int"
Function,-,_fsetpos_r,int,"_reent*, FILE*, const fpos_t*"
Function,-,_ftell_r,long,"_reent*, FILE*"
Function,-,_ftello_r,_off_t,"_reent*, FILE*"
Function,-,_funopen_r,FILE*,"_reent*, const void*, int (*)(void*, char*, int), int (*)(void*, const char*, int), fpos_t (*)(void*, fpos_t, int), int (*)(void*)"
Function,-,_fwalk_sglue,int,"_reent*, int (*)(_reent*, __FILE*), _glue*"
Function,-,_fwrite_r,size_t,"_reent*, const void*, size_t, size_t, FILE*"
Function,-,_fwrite_unlocked_r,size_t,"_reent*, const void*, size_t, size_t, FILE*"
Function,-,_getc_r,int,"_reent*, FILE*"
Function,-,_getc_unlocked_r,int,"_reent*, FILE*"
Function,-,_getchar_r,int,_reent*
Function,-,_getchar_unlocked_r,int,_reent*
Function,-,_getenv_r,char*,"_reent*, const char*"
Function,-,_gets_r,char*,"_reent*, char*"
Function,-,_iprintf_r,int,"_reent*, const char*, ..."
Function,-,_iscanf_r,int,"_reent*, const char*, ..."
Function,-,_jrand48_r,long,"_reent*, unsigned short[3]"
Function,-,_l64a_r,char*,"_reent*, long"
Function,-,_lcong48_r,void,"_reent*, unsigned short[7]"
Function,-,_lrand48_r,long,_reent*
Function,-,_malloc_r,void*,"_reent*, size_t"
Function,-,_mblen_r,int,"_reent*, const char*, size_t, _mbstate_t*"
Function,-,_mbstowcs_r,size_t,"_reent*, wchar_t*, const char*, size_t, _mbstate_t*"
Function,-,_mbtowc_r,int,"_reent*, wchar_t*, const char*, size_t, _mbstate_t*"
Function,-,_mkdtemp_r,char*,"_reent*, char*"
Function,-,_mkostemp_r,int,"_reent*, char*, int"
Function,-,_mkostemps_r,int,"_reent*, char*, int, int"
Function,-,_mkstemp_r,int,"_reent*, char*"
Function,-,_mkstemps_r,int,"_reent*, char*, int"
Function,-,_mktemp_r,char*,"_reent*, char*"
Function,-,_mrand48_r,long,_reent*
Function,-,_mstats_r,void,"_reent*, char*"
Function,-,_nrand48_r,long,"_reent*, unsigned short[3]"
Function,-,_open_memstream_r,FILE*,"_reent*, char**, size_t*"
Function,-,_perror_r,void,"_reent*, const char*"
Function,-,_printf_r,int,"_reent*, const char*, ..."
Function,-,_putc_r,int,"_reent*, int, FILE*"
Function,-,_putc_unlocked_r,int,"_reent*, int, FILE*"
Function,-,_putchar_r,int,"_reent*, int"
Function,-,_putchar_unlocked_r,int,"_reent*, int"
Function,-,_putenv_r,int,"_reent*, char*"
Function,-,_puts_r,int,"_reent*, const char*"
Function,-,_realloc_r,void*,"_reent*, void*, size_t"
Function,-,_reallocf_r,void*,"_reent*, void*, size_t"
Function,-,_reclaim_reent,void,_reent*
Function,-,_remove_r,int,"_reent*, const char*"
Function,-,_rename_r,int,"_reent*, const char*, const char*"
Function,-,_rewind_r,void,"_reent*, FILE*"
Function,-,_scanf_r,int,"_reent*, const char*, ..."
Function,-,_seed48_r,unsigned short*,"_reent*, unsigned short[3]"
Function,-,_setenv_r,int,"_reent*, const char*, const char*, int"
Function,-,_siprintf_r,int,"_reent*, char*, const char*, ..."
Function,-,_siscanf_r,int,"_reent*, const char*, const char*, ..."
Function,-,_sniprintf_r,int,"_reent*, char*, size_t, const char*, ..."
Function,-,_snprintf_r,int,"_reent*, char*, size_t, const char*, ..."
Function,-,_sprintf_r,int,"_reent*, char*, const char*, ..."
Function,-,_srand48_r,void,"_reent*, long"
Function,-,_sscanf_r,int,"_reent*, const char*, const char*, ..."
Function,-,_strdup_r,char*,"_reent*, const char*"
Function,-,_strerror_r,char*,"_reent*, int, int, int*"
Function,-,_strndup_r,char*,"_reent*, const char*, size_t"
Function,-,_strtod_r,double,"_reent*, const char*, char**"
Function,-,_strtol_r,long,"_reent*, const char*, char**, int"
Function,-,_strtold_r,long double,"_reent*, const char*, char**"
Function,-,_strtoll_r,long long,"_reent*, const char*, char**, int"
Function,-,_strtoul_r,unsigned long,"_reent*, const char*, char**, int"
Function,-,_strtoull_r,unsigned long long,"_reent*, const char*, char**, int"
Function,-,_system_r,int,"_reent*, const char*"
Function,-,_tempnam_r,char*,"_reent*, const char*, const char*"
Function,-,_tmpfile_r,FILE*,_reent*
Function,-,_tmpnam_r,char*,"_reent*, char*"
Function,-,_ungetc_r,int,"_reent*, int, FILE*"
Function,-,_unsetenv_r,int,"_reent*, const char*"
Function,-,_vasiprintf_r,int,"_reent*, char**, const char*, __gnuc_va_list"
Function,-,_vasniprintf_r,char*,"_reent*, char*, size_t*, const char*, __gnuc_va_list"
Function,-,_vasnprintf_r,char*,"_reent*, char*, size_t*, const char*, __gnuc_va_list"
Function,-,_vasprintf_r,int,"_reent*, char**, const char*, __gnuc_va_list"
Function,-,_vdiprintf_r,int,"_reent*, int, const char*, __gnuc_va_list"
Function,-,_vdprintf_r,int,"_reent*, int, const char*, __gnuc_va_list"
Function,-,_vfiprintf_r,int,"_reent*, FILE*, const char*, __gnuc_va_list"
Function,-,_vfiscanf_r,int,"_reent*, FILE*, const char*, __gnuc_va_list"
Function,-,_vfprintf_r,int,"_reent*, FILE*, const char*, __gnuc_va_list"
Function,-,_vfscanf_r,int,"_reent*, FILE*, const char*, __gnuc_va_list"
Function,-,_viprintf_r,int,"_reent*, const char*, __gnuc_va_list"
Function,-,_viscanf_r,int,"_reent*, const char*, __gnuc_va_list"
Function,-,_vprintf_r,int,"_reent*, const char*, __gnuc_va_list"
Function,-,_vscanf_r,int,"_reent*, const char*, __gnuc_va_list"
Function,-,_vsiprintf_r,int,"_reent*, char*, const char*, __gnuc_va_list"
Function,-,_vsiscanf_r,int,"_reent*, const char*, const char*, __gnuc_va_list"
Function,-,_vsniprintf_r,int,"_reent*, char*, size_t, const char*, __gnuc_va_list"
Function,-,_vsnprintf_r,int,"_reent*, char*, size_t, const char*, __gnuc_va_list"
Function,-,_vsprintf_r,int,"_reent*, char*, const char*, __gnuc_va_list"
Function,-,_vsscanf_r,int,"_reent*, const char*, const char*, __gnuc_va_list"
Function,-,_wcstombs_r,size_t,"_reent*, char*, const wchar_t*, size_t, _mbstate_t*"
Function,-,_wctomb_r,int,"_reent*, char*, wchar_t, _mbstate_t*"
Function,-,a64l,long,const char*
Function,-,abort,void,
Function,-,abs,int,int
Function,-,acos,double,double
Function,-,acosf,float,float
Function,-,acosh,double,double
Function,-,acoshf,float,float
Function,-,acoshl,long double,long double
Function,-,acosl,long double,long double
Function,-,aligned_alloc,void*,"size_t, size_t"
Function,-,aligned_free,void,void*
Function,-,aligned_malloc,void*,"size_t, size_t"
Function,-,arc4random,__uint32_t,
Function,-,arc4random_buf,void,"void*, size_t"
Function,-,arc4random_uniform,__uint32_t,__uint32_t
Function,-,args_char_to_hex,_Bool,"char, char, uint8_t*"
Function,-,args_get_first_word_length,size_t,FuriString*
Function,-,args_length,size_t,FuriString*
Function,-,args_read_hex_bytes,_Bool,"FuriString*, uint8_t*, size_t"
Function,-,args_read_int_and_trim,_Bool,"FuriString*, int*"
Function,-,args_read_probably_quoted_string_and_trim,_Bool,"FuriString*, FuriString*"
Function,-,args_read_string_and_trim,_Bool,"FuriString*, FuriString*"
Function,-,asin,double,double
Function,-,asinf,float,float
Function,-,asinh,double,double
Function,-,asinhf,float,float
Function,-,asinhl,long double,long double
Function,-,asinl,long double,long double
Function,-,asiprintf,int,"char**, const char*, ..."
Function,-,asniprintf,char*,"char*, size_t*, const char*, ..."
Function,-,asnprintf,char*,"char*, size_t*, const char*, ..."
Function,-,asprintf,int,"char**, const char*, ..."
Function,-,at_quick_exit,int,void (*)()
Function,-,atan,double,double
Function,-,atan2,double,"double, double"
Function,-,atan2f,float,"float, float"
Function,-,atan2l,long double,"long double, long double"
Function,-,atanf,float,float
Function,-,atanh,double,double
Function,-,atanhf,float,float
Function,-,atanhl,long double,long double
Function,-,atanl,long double,long double
Function,-,atexit,int,void (*)()
Function,-,atof,double,const char*
Function,-,atoff,float,const char*
Function,-,atoi,int,const char*
Function,-,atol,long,const char*
Function,-,atoll,long long,const char*
Function,-,basename,char*,const char*
Function,-,bcmp,int,"const void*, const void*, size_t"
Function,-,bcopy,void,"const void*, void*, size_t"
Function,-,bit_buffer_alloc,BitBuffer*,size_t
Function,-,bit_buffer_append,void,"BitBuffer*, const BitBuffer*"
Function,-,bit_buffer_append_bit,void,"BitBuffer*, _Bool"
Function,-,bit_buffer_append_byte,void,"BitBuffer*, uint8_t"
Function,-,bit_buffer_append_bytes,void,"BitBuffer*, const uint8_t*, size_t"
Function,-,bit_buffer_append_right,void,"BitBuffer*, const BitBuffer*, size_t"
Function,-,bit_buffer_copy,void,"BitBuffer*, const BitBuffer*"
Function,-,bit_buffer_copy_bits,void,"BitBuffer*, const uint8_t*, size_t"
Function,-,bit_buffer_copy_bytes,void,"BitBuffer*, const uint8_t*, size_t"
Function,-,bit_buffer_copy_bytes_with_parity,void,"BitBuffer*, const uint8_t*, size_t"
Function,-,bit_buffer_copy_left,void,"BitBuffer*, const BitBuffer*, size_t"
Function,-,bit_buffer_copy_right,void,"BitBuffer*, const BitBuffer*, size_t"
Function,-,bit_buffer_free,void,BitBuffer*
Function,-,bit_buffer_get_byte,uint8_t,"const BitBuffer*, size_t"
Function,-,bit_buffer_get_byte_from_bit,uint8_t,"const BitBuffer*, size_t"
Function,-,bit_buffer_get_capacity_bytes,size_t,const BitBuffer*
Function,-,bit_buffer_get_data,const uint8_t*,const BitBuffer*
Function,-,bit_buffer_get_parity,const uint8_t*,const BitBuffer*
Function,-,bit_buffer_get_size,size_t,const BitBuffer*
Function,-,bit_buffer_get_size_bytes,size_t,const BitBuffer*
Function,-,bit_buffer_has_partial_byte,_Bool,const BitBuffer*
Function,-,bit_buffer_reset,void,BitBuffer*
Function,-,bit_buffer_set_byte,void,"BitBuffer*, size_t, uint8_t"
Function,-,bit_buffer_set_byte_with_parity,void,"BitBuffer*, size_t, uint8_t, _Bool"
Function,-,bit_buffer_set_size,void,"BitBuffer*, size_t"
Function,-,bit_buffer_set_size_bytes,void,"BitBuffer*, size_t"
Function,-,bit_buffer_starts_with_byte,_Bool,"const BitBuffer*, uint8_t"
Function,-,bit_buffer_write_bytes,void,"const BitBuffer*, void*, size_t"
Function,-,bit_buffer_write_bytes_mid,void,"const BitBuffer*, void*, size_t, size_t"
Function,-,bit_buffer_write_bytes_with_parity,void,"const BitBuffer*, void*, size_t, size_t*"
Function,-,bit_lib_add_parity,size_t,"const uint8_t*, size_t, uint8_t*, size_t, uint8_t, uint8_t, BitLibParity"
Function,-,bit_lib_bytes_to_num_bcd,uint64_t,"const uint8_t*, uint8_t, _Bool*"
Function,-,bit_lib_bytes_to_num_be,uint64_t,"const uint8_t*, uint8_t"
Function,-,bit_lib_bytes_to_num_le,uint64_t,"const uint8_t*, uint8_t"
Function,-,bit_lib_copy_bits,void,"uint8_t*, size_t, size_t, const uint8_t*, size_t"
Function,-,bit_lib_crc16,uint16_t,"const uint8_t*, size_t, uint16_t, uint16_t, _Bool, _Bool, uint16_t"
Function,-,bit_lib_crc8,uint16_t,"const uint8_t*, size_t, uint8_t, uint8_t, _Bool, _Bool, uint8_t"
Function,-,bit_lib_get_bit,_Bool,"const uint8_t*, size_t"
Function,-,bit_lib_get_bit_count,uint8_t,uint32_t
Function,-,bit_lib_get_bits,uint8_t,"const uint8_t*, size_t, uint8_t"
Function,-,bit_lib_get_bits_16,uint16_t,"const uint8_t*, size_t, uint8_t"
Function,-,bit_lib_get_bits_32,uint32_t,"const uint8_t*, size_t, uint8_t"
Function,-,bit_lib_get_bits_64,uint64_t,"const uint8_t*, size_t, uint8_t"
Function,-,bit_lib_num_to_bytes_be,void,"uint64_t, uint8_t, uint8_t*"
Function,-,bit_lib_num_to_bytes_le,void,"uint64_t, uint8_t, uint8_t*"
Function,-,bit_lib_print_bits,void,"const uint8_t*, size_t"
Function,-,bit_lib_print_regions,void,"const BitLibRegion*, size_t, const uint8_t*, size_t"
Function,-,bit_lib_push_bit,void,"uint8_t*, size_t, _Bool"
Function,-,bit_lib_remove_bit_every_nth,size_t,"uint8_t*, size_t, uint8_t, uint8_t"
Function,-,bit_lib_reverse_16_fast,uint16_t,uint16_t
Function,-,bit_lib_reverse_8_fast,uint8_t,uint8_t
Function,-,bit_lib_reverse_bits,void,"uint8_t*, size_t, uint8_t"
Function,-,bit_lib_set_bit,void,"uint8_t*, size_t, _Bool"
Function,-,bit_lib_set_bits,void,"uint8_t*, size_t, uint8_t, uint8_t"
Function,-,bit_lib_test_parity,_Bool,"const uint8_t*, size_t, uint8_t, BitLibParity, uint8_t"
Function,-,bit_lib_test_parity_32,_Bool,"uint32_t, BitLibParity"
Function,-,bsearch,void*,"const void*, const void*, size_t, size_t, __compar_fn_t"
Function,-,buffered_file_stream_alloc,Stream*,Storage*
Function,-,buffered_file_stream_close,_Bool,Stream*
Function,-,buffered_file_stream_get_error,FS_Error,Stream*
Function,-,buffered_file_stream_open,_Bool,"Stream*, const char*, FS_AccessMode, FS_OpenMode"
Function,-,buffered_file_stream_sync,_Bool,Stream*
Function,-,button_menu_add_item,ButtonMenuItem*,"ButtonMenu*, const char*, int32_t, ButtonMenuItemCallback, ButtonMenuItemType, void*"
Function,-,button_menu_alloc,ButtonMenu*,
Function,-,button_menu_free,void,ButtonMenu*
Function,-,button_menu_get_view,View*,ButtonMenu*
Function,-,button_menu_reset,void,ButtonMenu*
Function,-,button_menu_set_header,void,"ButtonMenu*, const char*"
Function,-,button_menu_set_selected_item,void,"ButtonMenu*, uint32_t"
Function,-,button_panel_add_icon,void,"ButtonPanel*, uint16_t, uint16_t, const Icon*"
Function,-,button_panel_add_item,void,"ButtonPanel*, uint32_t, uint16_t, uint16_t, uint16_t, uint16_t, const Icon*, const Icon*, ButtonItemCallback, void*"
Function,-,button_panel_add_label,void,"ButtonPanel*, uint16_t, uint16_t, Font, const char*"
Function,-,button_panel_alloc,ButtonPanel*,
Function,-,button_panel_free,void,ButtonPanel*
Function,-,button_panel_get_view,View*,ButtonPanel*
Function,-,button_panel_reserve,void,"ButtonPanel*, size_t, size_t"
Function,-,button_panel_reset,void,ButtonPanel*
Function,-,byte_input_alloc,ByteInput*,
Function,-,byte_input_free,void,ByteInput*
Function,-,byte_input_get_view,View*,ByteInput*
Function,-,byte_input_set_header_text,void,"ByteInput*, const char*"
Function,-,byte_input_set_result_callback,void,"ByteInput*, ByteInputCallback, ByteChangedCallback, void*, uint8_t*, uint8_t"
Function,-,bzero,void,"void*, size_t"
Function,-,calloc,void*,"size_t, size_t"
Function,-,canvas_clear,void,Canvas*
Function,-,canvas_commit,void,Canvas*
Function,-,canvas_current_font_height,size_t,const Canvas*
Function,-,canvas_draw_bitmap,void,"Canvas*, int32_t, int32_t, size_t, size_t, const uint8_t*"
Function,-,canvas_draw_box,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,canvas_draw_circle,void,"Canvas*, int32_t, int32_t, size_t"
Function,-,canvas_draw_disc,void,"Canvas*, int32_t, int32_t, size_t"
Function,-,canvas_draw_dot,void,"Canvas*, int32_t, int32_t"
Function,-,canvas_draw_frame,void,"Canvas*, int32_t, int32_t, size_t, size_t"
Function,-,canvas_draw_glyph,void,"Canvas*, int32_t, int32_t, uint16_t"
Function,-,canvas_draw_icon,void,"Canvas*, int32_t, int32_t, const Icon*"
Function,-,canvas_draw_icon_animation,void,"Canvas*, int32_t, int32_t, IconAnimation*"
Function,-,canvas_draw_icon_ex,void,"Canvas*, int32_t, int32_t, const Icon*, IconRotation"
Function,-,canvas_draw_line,void,"Canvas*, int32_t, int32_t, int32_t, int32_t"
Function,-,canvas_draw_rbox,void,"Canvas*, int32_t, int32_t, size_t, size_t, size_t"
Function,-,canvas_draw_rframe,void,"Canvas*, int32_t, int32_t, size_t, size_t, size_t"
Function,-,canvas_draw_str,void,"Canvas*, int32_t, int32_t, const char*"
Function,-,canvas_draw_str_aligned,void,"Canvas*, int32_t, int32_t, Align, Align, const char*"
Function,-,canvas_draw_triangle,void,"Canvas*, int32_t, int32_t, size_t, size_t, CanvasDirection"
Function,-,canvas_get_font_params,const CanvasFontParameters*,"const Canvas*, Font"
Function,-,canvas_glyph_width,size_t,"Canvas*, uint16_t"
Function,-,canvas_height,size_t,const Canvas*
Function,-,canvas_invert_color,void,Canvas*
Function,-,canvas_reset,void,Canvas*
Function,-,canvas_set_bitmap_mode,void,"Canvas*, _Bool"
Function,-,canvas_set_color,void,"Canvas*, Color"
Function,-,canvas_set_custom_u8g2_font,void,"Canvas*, const uint8_t*"
Function,-,canvas_set_font,void,"Canvas*, Font"
Function,-,canvas_set_font_direction,void,"Canvas*, CanvasDirection"
Function,-,canvas_string_width,size_t,"Canvas*, const char*"
Function,-,canvas_width,size_t,const Canvas*
Function,-,cbrt,double,double
Function,-,cbrtf,float,float
Function,-,cbrtl,long double,long double
Function,-,ceil,double,double
Function,-,ceilf,float,float
Function,-,ceill,long double,long double
Function,-,cfree,void,void*
Function,-,clearerr,void,FILE*
Function,-,clearerr_unlocked,void,FILE*
Function,-,cli_add_command,void,"Cli*, const char*, CliCommandFlag, CliCallback, void*"
Function,-,cli_cmd_interrupt_received,_Bool,Cli*
Function,-,cli_delete_command,void,"Cli*, const char*"
Function,-,cli_getc,char,Cli*
Function,-,cli_is_connected,_Bool,Cli*
Function,-,cli_nl,void,Cli*
Function,-,cli_print_usage,void,"const char*, const char*, const char*"
Function,-,cli_read,size_t,"Cli*, uint8_t*, size_t"
Function,-,cli_read_timeout,size_t,"Cli*, uint8_t*, size_t, uint32_t"
Function,-,cli_session_close,void,Cli*
Function,-,cli_session_open,void,"Cli*, void*"
Function,-,cli_write,void,"Cli*, const uint8_t*, size_t"
Function,-,composite_api_resolver_add,void,"CompositeApiResolver*, const ElfApiInterface*"
Function,-,composite_api_resolver_alloc,CompositeApiResolver*,
Function,-,composite_api_resolver_free,void,CompositeApiResolver*
Function,-,composite_api_resolver_get,const ElfApiInterface*,CompositeApiResolver*
Function,-,compress_alloc,Compress*,"CompressType, const void*"
Function,-,compress_decode,_Bool,"Compress*, uint8_t*, size_t, uint8_t*, size_t, size_t*"
Function,-,compress_decode_streamed,_Bool,"Compress*, CompressIoCallback, void*, CompressIoCallback, void*"
Function,-,compress_encode,_Bool,"Compress*, uint8_t*, size_t, uint8_t*, size_t, size_t*"
